"iteration","state","psi","randomNumber1","randomNumber2","epsilon","a","r","W"
15504,"row5col17",0.698337296094,0.155106392169,-1.0,-1,"West",0.0,0.0
15505,"row5col16",0.663420431289,0.280094625245,-1.0,-1,"West",0.0,0.0
15506,"row5col15",0.630249409725,0.24026270905,-1.0,-1,"West",0.0,0.0
15507,"row5col14",0.598736939238,0.385971891368,-1.0,-1,"West",0.0,0.0
15508,"row5col13",0.568800092276,0.695303670853,0.0892611984017,0.401263060762,"North",0.0,0.0
15509,"row4col13",0.540360087663,0.27288202028,0.0892611984017,0.401263060762,"North",0.0,0.0
15510,"row3col13",0.51334208328,0.17688587358,0.0892611984017,0.401263060762,"East",0.0,0.0
15511,"row3col14",0.487674979116,0.605136628822,0.123253987707,0.48665791672,"East",0.0,0.0
15512,"row3col15",0.46329123016,0.437960469419,0.123253987707,0.48665791672,"North",1.0,0.46329123016
15513,"row18col19",0.95,0.191261162129,-1.0,-1,"West",0.0,0.0
15514,"row18col18",0.9025,0.752319618284,-1.0,-1,"West",0.0,0.0
15515,"row18col17",0.857375,0.964413429512,0.609716404793,0.0975,"East",0.0,0.0
15516,"row18col18",0.81450625,0.404931986592,0.609716404793,0.0975,"West",0.0,0.0
15517,"row18col17",0.7737809375,0.961488072359,0.286448718366,0.18549375,"South",0.0,0.0
15518,"row18col17",0.735091890625,0.0160052595803,0.286448718366,0.18549375,"West",0.0,0.0
15519,"row18col16",0.698337296094,0.736945797651,0.459628228806,0.264908109375,"South",0.0,0.0
15520,"row19col16",0.663420431289,0.738518312618,0.0129741914838,0.301662703906,"North",0.0,0.0
15521,"row18col16",0.630249409725,0.770724590144,0.941392185786,0.336579568711,"East",0.0,0.0
15522,"row18col17",0.598736939238,0.203383409552,0.941392185786,0.336579568711,"West",0.0,0.0
15523,"row18col16",0.568800092276,0.393101406119,0.941392185786,0.336579568711,"West",0.0,0.0
15524,"row18col15",0.540360087663,0.634465480586,0.548769136684,0.431199907724,"North",0.0,0.0
15525,"row17col15",0.51334208328,0.997568229792,0.840322045923,0.459639912337,"East",0.0,0.0
15526,"row17col16",0.487674979116,0.137704311194,0.840322045923,0.459639912337,"West",0.0,0.0
15527,"row17col15",0.46329123016,0.939934956269,0.0541353748269,0.512325020884,"North",0.0,0.0
15528,"row16col15",0.440126668652,0.0198539071841,0.0541353748269,0.512325020884,"North",0.0,0.0
15529,"row15col15",0.418120335219,0.696283001249,0.0757625444984,0.559873331348,"East",0.0,0.0
15530,"row15col16",0.397214318458,0.232465992368,0.0757625444984,0.559873331348,"East",0.0,0.0
15531,"row15col17",0.377353602535,0.416414690288,0.148397114165,0.602785681542,"North",0.0,0.0
15532,"row14col17",0.358485922409,0.346038284922,0.148397114165,0.602785681542,"North",0.0,0.0
15533,"row13col17",0.340561626288,0.633816215543,0.445107423588,0.641514077591,"North",0.0,0.0
15534,"row12col17",0.323533544974,0.903455401041,0.347516285244,0.659438373712,"North",0.0,0.0
15535,"row11col17",0.307356867725,0.982355718152,0.812219306784,0.676466455026,"East",0.0,0.0
15536,"row11col18",0.291989024339,0.331682853811,0.505506886659,0.692643132275,"West",0.0,0.0
15537,"row11col17",0.277389573122,0.972990598711,0.541090559659,0.708010975661,"North",0.0,0.0
15538,"row10col17",0.263520094466,0.273009237384,0.541090559659,0.708010975661,"North",0.0,0.0
15539,"row9col17",0.250344089742,0.109240438839,0.541090559659,0.708010975661,"North",0.0,0.0
15540,"row8col17",0.237826885255,0.969994267416,0.874254290618,0.749655910258,"North",0.0,0.0
15541,"row7col17",0.225935540993,0.504167361111,0.0684751536231,0.762173114745,"North",0.0,0.0
15542,"row6col17",0.214638763943,0.724705554817,0.238843638958,0.774064459007,"North",0.0,0.0
15543,"row5col17",0.203906825746,0.252920623799,0.180239231848,0.785361236057,"West",0.0,0.0
15544,"row5col16",0.193711484459,0.811504514923,0.456686624995,0.796093174254,"West",0.0,0.0
15545,"row5col15",0.184025910236,0.574365390024,0.681630897981,0.806288515541,"West",0.0,0.0
15546,"row5col14",0.174824614724,0.340357412803,0.691277592811,0.815974089764,"West",0.0,0.0
15547,"row5col13",0.166083383988,0.482553524599,0.890602529696,0.825175385276,"South",0.0,0.0
15548,"row6col13",0.157779214788,0.936081614656,0.594343636735,0.833916616012,"North",0.0,0.0
15549,"row5col13",0.149890254049,0.113466668162,0.594343636735,0.833916616012,"North",0.0,0.0
15550,"row4col13",0.142395741346,0.605138829679,0.466214685396,0.850109745951,"North",0.0,0.0
15551,"row3col13",0.135275954279,0.952702080926,0.965809717651,0.857604258654,"East",0.0,0.0
15552,"row3col14",0.128512156565,0.119429796813,0.965809717651,0.857604258654,"East",0.0,0.0
15553,"row3col15",0.122086548737,0.200888100569,0.650834647063,0.871487843435,"North",1.0,0.122086548737
15554,"row2col21",0.95,0.560002083935,-1.0,-1,"West",0.0,0.0
15555,"row2col20",0.9025,0.49725532114,-1.0,-1,"West",0.0,0.0
15556,"row2col19",0.857375,0.519979040707,-1.0,-1,"West",0.0,0.0
15557,"row2col18",0.81450625,0.453860839337,-1.0,-1,"West",0.0,0.0
15558,"row2col17",0.7737809375,0.904676899044,0.57808789332,0.18549375,"West",0.0,0.0
15559,"row2col16",0.735091890625,0.812125256981,0.551841372575,0.2262190625,"North",0.0,0.0
15560,"row1col16",0.698337296094,0.78676639062,0.0700146737109,0.264908109375,"South",0.0,0.0
15561,"row2col16",0.663420431289,0.433532212257,0.0700146737109,0.264908109375,"West",1.0,0.663420431289
15562,"row9col9",0.95,0.340076760625,-1.0,-1,"East",0.0,0.0
15563,"row9col10",0.9025,0.618806858774,-1.0,-1,"North",0.0,0.0
15564,"row8col10",0.857375,0.472713873925,-1.0,-1,"North",0.0,0.0
15565,"row7col10",0.81450625,0.0578949022822,-1.0,-1,"North",0.0,0.0
15566,"row6col10",0.7737809375,0.420806017105,-1.0,-1,"North",0.0,0.0
15567,"row5col10",0.735091890625,0.595160835045,-1.0,-1,"East",0.0,0.0
15568,"row5col11",0.698337296094,0.596359561483,-1.0,-1,"East",0.0,0.0
15569,"row5col12",0.663420431289,0.99618047197,0.874391527395,0.301662703906,"West",0.0,0.0
15570,"row5col11",0.630249409725,0.234328970957,0.874391527395,0.301662703906,"East",0.0,0.0
15571,"row5col12",0.598736939238,0.896717113812,0.61265755172,0.369750590275,"West",0.0,0.0
15572,"row5col11",0.568800092276,0.442218791112,0.61265755172,0.369750590275,"East",0.0,0.0
15573,"row5col12",0.540360087663,0.955738583757,0.200786772179,0.431199907724,"East",0.0,0.0
15574,"row5col13",0.51334208328,0.567802932425,0.344876746706,0.459639912337,"North",0.0,0.0
15575,"row4col13",0.487674979116,0.161438814937,0.344876746706,0.459639912337,"North",0.0,0.0
15576,"row3col13",0.46329123016,0.249385474265,0.344876746706,0.459639912337,"East",0.0,0.0
15577,"row3col14",0.440126668652,0.0680809610658,0.344876746706,0.459639912337,"East",0.0,0.0
15578,"row3col15",0.418120335219,0.70638767905,0.498262972587,0.559873331348,"North",1.0,0.418120335219
15579,"row2col17",0.95,0.155744985468,-1.0,-1,"West",0.0,0.0
15580,"row2col16",0.9025,0.888314179291,-1.0,-1,"West",1.0,0.9025
15581,"row17col11",0.95,0.40396293867,-1.0,-1,"West",0.0,0.0
15582,"row17col10",0.9025,0.325211840793,-1.0,-1,"West",0.0,0.0
15583,"row17col9",0.857375,0.255615318669,-1.0,-1,"West",0.0,0.0
15584,"row17col8",0.81450625,0.671816907477,-1.0,-1,"West",0.0,0.0
15585,"row17col7",0.7737809375,0.83876119099,0.804535114683,0.18549375,"South",0.0,0.0
15586,"row18col7",0.735091890625,0.775717814736,0.602274039813,0.2262190625,"South",0.0,0.0
15587,"row19col7",0.698337296094,0.132090664289,0.602274039813,0.2262190625,"North",0.0,0.0
15588,"row18col7",0.663420431289,0.196034179481,0.602274039813,0.2262190625,"North",0.0,0.0
15589,"row17col7",0.630249409725,0.610173221964,0.602274039813,0.2262190625,"North",0.0,0.0
15590,"row16col7",0.598736939238,0.256546988598,0.602274039813,0.2262190625,"North",0.0,0.0
15591,"row15col7",0.568800092276,0.614914797649,0.845764022129,0.401263060762,"North",0.0,0.0
15592,"row14col7",0.540360087663,0.401202282414,0.845764022129,0.401263060762,"West",0.0,0.0
15593,"row14col6",0.51334208328,0.949453921228,0.750496040597,0.459639912337,"East",0.0,0.0
15594,"row14col7",0.487674979116,0.548715821489,0.0460238427977,0.48665791672,"West",0.0,0.0
15595,"row14col6",0.46329123016,0.0896000765624,0.0460238427977,0.48665791672,"North",0.0,0.0
15596,"row13col6",0.440126668652,0.0602488711626,0.0460238427977,0.48665791672,"North",0.0,0.0
15597,"row12col6",0.418120335219,0.1990634987,0.0460238427977,0.48665791672,"North",0.0,0.0
15598,"row11col6",0.397214318458,0.129973200301,0.0460238427977,0.48665791672,"North",0.0,0.0
15599,"row10col6",0.377353602535,0.443419612542,0.176967076428,0.602785681542,"North",0.0,0.0
15600,"row9col6",0.358485922409,0.440581558948,0.29044429268,0.622646397465,"North",0.0,0.0
15601,"row8col6",0.340561626288,0.839915318445,0.692504017607,0.641514077591,"North",0.0,0.0
15602,"row7col6",0.323533544974,0.322490060395,0.692504017607,0.641514077591,"North",0.0,0.0
15603,"row6col6",0.307356867725,0.115304492172,0.692504017607,0.641514077591,"North",0.0,0.0
15604,"row5col6",0.291989024339,0.477531126566,0.0183603025012,0.692643132275,"East",0.0,0.0
15605,"row5col7",0.277389573122,0.754830148587,0.207820746274,0.708010975661,"East",0.0,0.0
15606,"row5col8",0.263520094466,0.256405444905,0.207820746274,0.708010975661,"East",0.0,0.0
15607,"row5col9",0.250344089742,0.786778346396,0.587750558878,0.736479905534,"East",0.0,0.0
15608,"row5col10",0.237826885255,0.279905870671,0.0346159702727,0.749655910258,"East",0.0,0.0
15609,"row5col11",0.225935540993,0.260502514316,0.957982138498,0.762173114745,"East",0.0,0.0
15610,"row5col12",0.214638763943,0.889948034378,0.949929358166,0.774064459007,"West",0.0,0.0
15611,"row5col11",0.203906825746,0.860379547844,0.487312654123,0.785361236057,"East",0.0,0.0
15612,"row5col12",0.193711484459,0.608024536178,0.400948741895,0.796093174254,"East",0.0,0.0
15613,"row5col13",0.184025910236,0.93485263666,0.193718537018,0.806288515541,"North",0.0,0.0
15614,"row4col13",0.174824614724,0.980091186373,0.183407212475,0.815974089764,"North",0.0,0.0
15615,"row3col13",0.166083383988,0.527681925571,0.427205083358,0.825175385276,"East",0.0,0.0
15616,"row3col14",0.157779214788,0.863124394308,0.347921765582,0.833916616012,"East",0.0,0.0
15617,"row3col15",0.149890254049,0.196383781605,0.550729251792,0.842220785212,"North",1.0,0.149890254049
15618,"row9col18",0.95,0.609076647785,-1.0,-1,"West",0.0,0.0
15619,"row9col17",0.9025,0.841998736073,-1.0,-1,"North",0.0,0.0
15620,"row8col17",0.857375,0.0398293432341,-1.0,-1,"North",0.0,0.0
15621,"row7col17",0.81450625,0.662806358606,-1.0,-1,"North",0.0,0.0
15622,"row6col17",0.7737809375,0.447724282228,-1.0,-1,"North",0.0,0.0
15623,"row5col17",0.735091890625,0.294747211387,-1.0,-1,"West",0.0,0.0
15624,"row5col16",0.698337296094,0.667643147995,-1.0,-1,"West",0.0,0.0
15625,"row5col15",0.663420431289,0.561483573876,-1.0,-1,"West",0.0,0.0
15626,"row5col14",0.630249409725,0.606610789114,-1.0,-1,"West",0.0,0.0
15627,"row5col13",0.598736939238,0.651721737087,0.379894520494,0.369750590275,"South",0.0,0.0
15628,"row6col13",0.568800092276,0.0540703626462,0.379894520494,0.369750590275,"North",0.0,0.0
15629,"row5col13",0.540360087663,0.919130176315,0.336517368703,0.431199907724,"North",0.0,0.0
15630,"row4col13",0.51334208328,0.586180614,0.108438697305,0.459639912337,"North",0.0,0.0
15631,"row3col13",0.487674979116,0.543724949279,0.00552450774337,0.48665791672,"East",0.0,0.0
15632,"row3col14",0.46329123016,0.875707020703,0.405842725048,0.512325020884,"East",0.0,0.0
15633,"row3col15",0.440126668652,0.444549210832,0.405842725048,0.512325020884,"North",1.0,0.440126668652
15634,"row3col9",0.95,0.102031594847,-1.0,-1,"South",0.0,0.0
15635,"row4col9",0.9025,0.736948483741,-1.0,-1,"South",0.0,0.0
15636,"row5col9",0.857375,0.131872708994,-1.0,-1,"East",0.0,0.0
15637,"row5col10",0.81450625,0.493573899852,-1.0,-1,"East",0.0,0.0
15638,"row5col11",0.7737809375,0.126124904319,-1.0,-1,"East",0.0,0.0
15639,"row5col12",0.735091890625,0.866567214553,0.858187401334,0.2262190625,"East",0.0,0.0
15640,"row5col13",0.698337296094,0.374081812197,0.858187401334,0.2262190625,"North",0.0,0.0
15641,"row4col13",0.663420431289,0.666456869128,0.858187401334,0.2262190625,"North",0.0,0.0
15642,"row3col13",0.630249409725,0.396070357346,0.858187401334,0.2262190625,"East",0.0,0.0
15643,"row3col14",0.598736939238,0.243299210375,0.858187401334,0.2262190625,"East",0.0,0.0
15644,"row3col15",0.568800092276,0.923663225453,0.888141865014,0.401263060762,"South",0.0,0.0
15645,"row3col15",0.540360087663,0.564110116044,0.888141865014,0.401263060762,"North",1.0,0.540360087663
15646,"row2col21",0.95,0.501010562338,-1.0,-1,"West",0.0,0.0
15647,"row2col20",0.9025,0.0647131646447,-1.0,-1,"West",0.0,0.0
15648,"row2col19",0.857375,0.641194585581,-1.0,-1,"West",0.0,0.0
15649,"row2col18",0.81450625,0.60167112226,-1.0,-1,"West",0.0,0.0
15650,"row2col17",0.7737809375,0.31358036538,-1.0,-1,"West",0.0,0.0
15651,"row2col16",0.735091890625,0.893491468869,0.971963968321,0.2262190625,"South",0.0,0.0
15652,"row3col16",0.698337296094,0.795139998265,0.968468012464,0.264908109375,"East",0.0,0.0
15653,"row3col16",0.663420431289,0.242706438472,0.968468012464,0.264908109375,"West",0.0,0.0
15654,"row3col15",0.630249409725,0.481705721446,0.968468012464,0.264908109375,"North",1.0,0.630249409725
15655,"row18col4",0.95,0.470217078582,-1.0,-1,"North",0.0,0.0
15656,"row17col4",0.9025,0.411185257851,-1.0,-1,"West",0.0,0.0
15657,"row17col3",0.857375,0.802434014269,-1.0,-1,"West",0.0,0.0
15658,"row17col2",0.81450625,0.451404721854,-1.0,-1,"North",0.0,0.0
15659,"row16col2",0.7737809375,0.782710827533,-1.0,-1,"North",0.0,0.0
15660,"row15col2",0.735091890625,0.73022340302,-1.0,-1,"North",0.0,0.0
15661,"row14col2",0.698337296094,0.71454687246,-1.0,-1,"East",0.0,0.0
15662,"row14col3",0.663420431289,0.0955931223769,-1.0,-1,"East",0.0,0.0
15663,"row14col4",0.630249409725,0.0614913152356,-1.0,-1,"East",0.0,0.0
15664,"row14col5",0.598736939238,0.212780231094,-1.0,-1,"North",0.0,0.0
15665,"row13col5",0.568800092276,0.127219034133,-1.0,-1,"East",0.0,0.0
15666,"row13col6",0.540360087663,0.136177867328,-1.0,-1,"North",0.0,0.0
15667,"row12col6",0.51334208328,0.388749753048,-1.0,-1,"North",0.0,0.0
15668,"row11col6",0.487674979116,0.904752634293,0.880366266413,0.48665791672,"East",0.0,0.0
15669,"row11col6",0.46329123016,0.395709772189,0.880366266413,0.48665791672,"North",0.0,0.0
15670,"row10col6",0.440126668652,0.425691629946,0.880366266413,0.48665791672,"North",0.0,0.0
15671,"row9col6",0.418120335219,0.349866314892,0.880366266413,0.48665791672,"North",0.0,0.0
15672,"row8col6",0.397214318458,0.575714289924,0.706029157038,0.581879664781,"East",0.0,0.0
15673,"row8col6",0.377353602535,0.328196006968,0.706029157038,0.581879664781,"North",0.0,0.0
15674,"row7col6",0.358485922409,0.495080872214,0.884682545081,0.622646397465,"South",0.0,0.0
15675,"row8col6",0.340561626288,0.970554083941,0.57021634528,0.641514077591,"North",0.0,0.0
15676,"row7col6",0.323533544974,0.527892589178,0.809645139306,0.659438373712,"North",0.0,0.0
15677,"row6col6",0.307356867725,0.371732737084,0.21261030947,0.676466455026,"North",0.0,0.0
15678,"row5col6",0.291989024339,0.479610572799,0.681049424977,0.692643132275,"East",0.0,0.0
15679,"row5col7",0.277389573122,0.59602439686,0.472949152197,0.708010975661,"East",0.0,0.0
15680,"row5col8",0.263520094466,0.279477420034,0.413115685188,0.722610426878,"East",0.0,0.0
15681,"row5col9",0.250344089742,0.392565488977,0.552192139484,0.736479905534,"East",0.0,0.0
15682,"row5col10",0.237826885255,0.299890931389,0.319193349437,0.749655910258,"East",0.0,0.0
15683,"row5col11",0.225935540993,0.818796018497,0.997732758426,0.762173114745,"North",0.0,0.0
15684,"row5col11",0.214638763943,0.577789056219,0.465058809994,0.774064459007,"East",0.0,0.0
15685,"row5col12",0.203906825746,0.821399427303,0.0913066720362,0.785361236057,"East",0.0,0.0
15686,"row5col13",0.193711484459,0.770640321762,0.296414303341,0.796093174254,"North",0.0,0.0
15687,"row4col13",0.184025910236,0.319406409261,0.58063859207,0.806288515541,"North",0.0,0.0
15688,"row3col13",0.174824614724,0.845125402312,0.977561121409,0.815974089764,"East",0.0,0.0
15689,"row3col14",0.166083383988,0.125355241362,0.977561121409,0.815974089764,"East",0.0,0.0
15690,"row3col15",0.157779214788,0.720292997163,0.48805941328,0.833916616012,"North",1.0,0.157779214788
15691,"row7col10",0.95,0.453733821062,-1.0,-1,"North",0.0,0.0
15692,"row6col10",0.9025,0.695636789186,-1.0,-1,"North",0.0,0.0
15693,"row5col10",0.857375,0.537534144259,-1.0,-1,"East",0.0,0.0
15694,"row5col11",0.81450625,0.372192494436,-1.0,-1,"East",0.0,0.0
15695,"row5col12",0.7737809375,0.227509967838,-1.0,-1,"East",0.0,0.0
15696,"row5col13",0.735091890625,0.1396782338,-1.0,-1,"North",0.0,0.0
15697,"row4col13",0.698337296094,0.653608171937,-1.0,-1,"North",0.0,0.0
15698,"row3col13",0.663420431289,0.554529025129,-1.0,-1,"East",0.0,0.0
15699,"row3col14",0.630249409725,0.697869414176,0.405700949369,0.336579568711,"West",0.0,0.0
15700,"row3col13",0.598736939238,0.0542781960082,0.405700949369,0.336579568711,"East",0.0,0.0
15701,"row3col14",0.568800092276,0.571143461148,0.405700949369,0.336579568711,"East",0.0,0.0
15702,"row3col15",0.540360087663,0.932170041059,0.524112513404,0.431199907724,"North",1.0,0.540360087663
15703,"row17col14",0.95,0.23238090253,-1.0,-1,"East",0.0,0.0
15704,"row17col15",0.9025,0.200334827438,-1.0,-1,"North",0.0,0.0
15705,"row16col15",0.857375,0.0894521801769,-1.0,-1,"North",0.0,0.0
15706,"row15col15",0.81450625,0.404621371981,-1.0,-1,"East",0.0,0.0
15707,"row15col16",0.7737809375,0.878113135369,0.331469658495,0.18549375,"West",0.0,0.0
15708,"row15col15",0.735091890625,0.96567630398,0.573127886934,0.2262190625,"East",0.0,0.0
15709,"row15col16",0.698337296094,0.464997178164,0.573127886934,0.2262190625,"East",0.0,0.0
15710,"row15col17",0.663420431289,0.953646492334,0.0495340602398,0.301662703906,"North",0.0,0.0
15711,"row14col17",0.630249409725,0.830494447506,0.865930885146,0.336579568711,"North",0.0,0.0
15712,"row13col17",0.598736939238,0.339842265883,0.865930885146,0.336579568711,"North",0.0,0.0
15713,"row12col17",0.568800092276,0.526176222029,0.865930885146,0.336579568711,"North",0.0,0.0
15714,"row11col17",0.540360087663,0.0547944871709,0.865930885146,0.336579568711,"North",0.0,0.0
15715,"row10col17",0.51334208328,0.275485898788,0.865930885146,0.336579568711,"North",0.0,0.0
15716,"row9col17",0.487674979116,0.933253186713,0.324133581066,0.48665791672,"North",0.0,0.0
15717,"row8col17",0.46329123016,0.984477016447,0.473051580928,0.512325020884,"North",0.0,0.0
15718,"row7col17",0.440126668652,0.497562002346,0.225249018857,0.53670876984,"North",0.0,0.0
15719,"row6col17",0.418120335219,0.337600263056,0.225249018857,0.53670876984,"North",0.0,0.0
15720,"row5col17",0.397214318458,0.838631356779,0.955228482733,0.581879664781,"West",0.0,0.0
15721,"row5col16",0.377353602535,0.641361981757,0.927677178313,0.602785681542,"North",0.0,0.0
15722,"row5col16",0.358485922409,0.943763291975,0.950870500766,0.622646397465,"North",0.0,0.0
15723,"row5col16",0.340561626288,0.36112041924,0.686656438108,0.641514077591,"South",0.0,0.0
15724,"row6col16",0.323533544974,0.963952975927,0.918596878537,0.659438373712,"South",0.0,0.0
15725,"row6col16",0.307356867725,0.523191326179,0.881463945666,0.676466455026,"South",0.0,0.0
15726,"row6col16",0.291989024339,0.867922278255,0.959664520583,0.692643132275,"West",0.0,0.0
15727,"row6col15",0.277389573122,0.545315352787,0.05423583906,0.708010975661,"North",0.0,0.0
15728,"row5col15",0.263520094466,0.402095173823,0.918602495373,0.722610426878,"West",0.0,0.0
15729,"row5col14",0.250344089742,0.300837898818,0.955828400463,0.736479905534,"East",0.0,0.0
15730,"row5col15",0.237826885255,0.388871364729,0.784210694713,0.749655910258,"West",0.0,0.0
15731,"row5col14",0.225935540993,0.354410814412,0.197760908584,0.762173114745,"West",0.0,0.0
15732,"row5col13",0.214638763943,0.510410716142,0.767161507855,0.774064459007,"North",0.0,0.0
15733,"row4col13",0.203906825746,0.343789836564,0.984520435621,0.785361236057,"South",0.0,0.0
15734,"row5col13",0.193711484459,0.661622431374,0.597160664322,0.796093174254,"North",0.0,0.0
15735,"row4col13",0.184025910236,0.698317603282,0.315651724059,0.806288515541,"North",0.0,0.0
15736,"row3col13",0.174824614724,0.87793287458,0.137425730692,0.815974089764,"East",0.0,0.0
15737,"row3col14",0.166083383988,0.909451749323,0.1153641528,0.825175385276,"East",0.0,0.0
15738,"row3col15",0.157779214788,0.50555672947,0.741144508134,0.833916616012,"North",1.0,0.157779214788
15739,"row16col2",0.95,0.472779336334,-1.0,-1,"North",0.0,0.0
15740,"row15col2",0.9025,0.462323914634,-1.0,-1,"North",0.0,0.0
15741,"row14col2",0.857375,0.0278206616069,-1.0,-1,"East",0.0,0.0
15742,"row14col3",0.81450625,0.917435313023,0.811589274662,0.142625,"South",0.0,0.0
15743,"row15col3",0.7737809375,0.96400017253,0.591948836726,0.18549375,"North",0.0,0.0
15744,"row14col3",0.735091890625,0.89498834469,0.602538923821,0.2262190625,"West",0.0,0.0
15745,"row14col2",0.698337296094,0.593807726234,0.602538923821,0.2262190625,"East",0.0,0.0
15746,"row14col3",0.663420431289,0.255763474497,0.602538923821,0.2262190625,"East",0.0,0.0
15747,"row14col4",0.630249409725,0.484883357872,0.602538923821,0.2262190625,"East",0.0,0.0
15748,"row14col5",0.598736939238,0.336947276257,0.602538923821,0.2262190625,"North",0.0,0.0
15749,"row13col5",0.568800092276,0.771472842265,0.648463944717,0.401263060762,"West",0.0,0.0
15750,"row13col5",0.540360087663,0.505726625875,0.648463944717,0.401263060762,"East",0.0,0.0
15751,"row13col6",0.51334208328,0.551667668516,0.818448693385,0.459639912337,"South",0.0,0.0
15752,"row14col6",0.487674979116,0.933727977954,0.0952128555163,0.48665791672,"North",0.0,0.0
15753,"row13col6",0.46329123016,0.556637357809,0.264374497474,0.512325020884,"North",0.0,0.0
15754,"row12col6",0.440126668652,0.429290619644,0.264374497474,0.512325020884,"North",0.0,0.0
15755,"row11col6",0.418120335219,0.738283674623,0.169034106728,0.559873331348,"North",0.0,0.0
15756,"row10col6",0.397214318458,0.572913260682,0.0714927474424,0.581879664781,"North",0.0,0.0
15757,"row9col6",0.377353602535,0.505483974841,0.134532979612,0.602785681542,"North",0.0,0.0
15758,"row8col6",0.358485922409,0.244614533229,0.134532979612,0.602785681542,"North",0.0,0.0
15759,"row7col6",0.340561626288,0.273008777276,0.134532979612,0.602785681542,"North",0.0,0.0
15760,"row6col6",0.323533544974,0.858928707906,0.923056233182,0.659438373712,"South",0.0,0.0
15761,"row7col6",0.307356867725,0.517559578822,0.959188873445,0.676466455026,"North",0.0,0.0
15762,"row6col6",0.291989024339,0.713887807679,0.312661702643,0.692643132275,"North",0.0,0.0
15763,"row5col6",0.277389573122,0.0139891250194,0.312661702643,0.692643132275,"East",0.0,0.0
15764,"row5col7",0.263520094466,0.899337903651,0.895729126679,0.722610426878,"West",0.0,0.0
15765,"row5col6",0.250344089742,0.196922483665,0.895729126679,0.722610426878,"East",0.0,0.0
15766,"row5col7",0.237826885255,0.332712289034,0.616657628931,0.749655910258,"East",0.0,0.0
15767,"row5col8",0.225935540993,0.971733502718,0.333154880947,0.762173114745,"East",0.0,0.0
15768,"row5col9",0.214638763943,0.579625629555,0.525186040208,0.774064459007,"East",0.0,0.0
15769,"row5col10",0.203906825746,0.311982970474,0.879581716233,0.785361236057,"South",0.0,0.0
15770,"row6col10",0.193711484459,0.27943437762,0.70806541411,0.796093174254,"North",0.0,0.0
15771,"row5col10",0.184025910236,0.0146779467264,0.70806541411,0.796093174254,"East",0.0,0.0
15772,"row5col11",0.174824614724,0.875091505018,0.461427757821,0.815974089764,"East",0.0,0.0
15773,"row5col12",0.166083383988,0.982760760858,0.880320756561,0.825175385276,"East",0.0,0.0
15774,"row5col13",0.157779214788,0.438161467782,0.0346266143948,0.833916616012,"North",0.0,0.0
15775,"row4col13",0.149890254049,0.132803966938,0.0346266143948,0.833916616012,"North",0.0,0.0
15776,"row3col13",0.142395741346,0.362520998079,0.715714215202,0.850109745951,"East",0.0,0.0
15777,"row3col14",0.135275954279,0.131421795693,0.715714215202,0.850109745951,"East",0.0,0.0
15778,"row3col15",0.128512156565,0.252815599216,0.0269629698621,0.864724045721,"North",1.0,0.128512156565
15779,"row6col9",0.95,0.244309047191,-1.0,-1,"East",0.0,0.0
15780,"row6col10",0.9025,0.694319783204,-1.0,-1,"North",0.0,0.0
15781,"row5col10",0.857375,0.0402624950397,-1.0,-1,"East",0.0,0.0
15782,"row5col11",0.81450625,0.083099803732,-1.0,-1,"East",0.0,0.0
15783,"row5col12",0.7737809375,0.372006345806,-1.0,-1,"East",0.0,0.0
15784,"row5col13",0.735091890625,0.815207656815,0.238324949049,0.2262190625,"West",0.0,0.0
15785,"row5col12",0.698337296094,0.752620235881,0.542778529602,0.264908109375,"South",0.0,0.0
15786,"row6col12",0.663420431289,0.0984917790708,0.542778529602,0.264908109375,"North",0.0,0.0
15787,"row5col12",0.630249409725,0.747562490465,0.423998583907,0.336579568711,"South",0.0,0.0
15788,"row6col12",0.598736939238,0.827644475721,0.0176538347705,0.369750590275,"North",0.0,0.0
15789,"row5col12",0.568800092276,0.399471430916,0.0176538347705,0.369750590275,"East",0.0,0.0
15790,"row5col13",0.540360087663,0.897143274344,0.673807335124,0.431199907724,"North",0.0,0.0
15791,"row4col13",0.51334208328,0.00298038640996,0.673807335124,0.431199907724,"North",0.0,0.0
15792,"row3col13",0.487674979116,0.504960028074,0.673807335124,0.431199907724,"East",0.0,0.0
15793,"row3col14",0.46329123016,0.284090261501,0.673807335124,0.431199907724,"East",0.0,0.0
15794,"row3col15",0.440126668652,0.150007855178,0.673807335124,0.431199907724,"North",1.0,0.440126668652
15795,"row8col15",0.95,0.984920771614,-1.0,-1,"West",0.0,0.0
15796,"row8col14",0.9025,0.188642736864,-1.0,-1,"West",0.0,0.0
15797,"row8col13",0.857375,0.68197699037,-1.0,-1,"West",0.0,0.0
15798,"row8col12",0.81450625,0.522318510215,-1.0,-1,"West",0.0,0.0
15799,"row8col11",0.7737809375,0.570684631751,-1.0,-1,"West",0.0,0.0
15800,"row8col10",0.735091890625,0.49525251786,-1.0,-1,"North",0.0,0.0
15801,"row7col10",0.698337296094,0.463777677295,-1.0,-1,"North",0.0,0.0
15802,"row6col10",0.663420431289,0.807169607291,0.947237884861,0.301662703906,"South",0.0,0.0
15803,"row7col10",0.630249409725,0.88621855746,0.248532328944,0.336579568711,"North",0.0,0.0
15804,"row6col10",0.598736939238,0.641051074537,0.321771927209,0.369750590275,"North",0.0,0.0
